ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Weather_Condition
A02863,AU,1,2020-09-05 20:13:04,2021-07-06 03:29:21,81.08265070355324,-176.68767685486338,3.616188769050183,-74.74586964110834,16.318710265918867,Cover media those second.,Joseph Knolls,East Kyleton,Mississippi,99111,Tonga,MST,LAX,2025-04-26 02:52:48,74.43067858693867,0.5399302572253504,64.14927795747117,Clear
A02864,AU,2,2021-12-15 11:48:44,2024-02-23 08:57:01,14.692012738054842,45.81302422895217,-17.87412937621447,-125.25849799990836,15.15233741592933,Big tell least join. Loss value close sound.,Dunn Underpass,Port Kimberlymouth,Oklahoma,12963,Sao Tome and Principe,MST,DFW,2020-09-18 02:08:11,49.87966037653719,-36.55608940721733,55.24507256348702,Fog
A02865,CA,3,2024-03-15 04:22:40,2020-03-07 04:05:42,-11.409445841622102,-66.10485334043416,3.8559676226983015,105.19772536971891,5.406598616968755,Food try suggest source attorney black.,Andersen Square,Saraside,Mississippi,80287,Thailand,MST,LAX,2024-01-09 16:04:15,27.04921725309994,-7.9544507432238944,4.034575873236779,Rain
A02866,US,3,2023-05-23 06:44:29,2021-01-21 15:51:56,14.415990240501827,170.3320961136871,50.21793106192956,-157.66370624814135,27.345450963261403,Financial cell material nor prove model.,Holly Spring,Lamside,Tennessee,11426,Ghana,MST,JFK,2022-04-13 03:09:16,-26.615755522931266,-11.300519019142186,75.22120269713118,Rain
A02867,AU,2,2022-05-29 02:33:19,2021-12-04 18:53:29,3.0057093407282025,-110.26186172053276,-28.780391429483622,-150.61260605351822,38.182431695627706,Mention field score body education defense.,Cain Center,Port Thomasville,New Mexico,03983,Angola,PST,DFW,2025-06-13 04:57:12,12.53300252871071,-14.83114971345504,82.9284495745025,Snow
A02868,UK,2,2020-12-16 04:04:39,2022-06-09 23:05:52,46.57972567631853,-55.50171468854619,-57.832898232130404,-72.54211939654726,28.77334444264935,What very paper public similar show million.,Sullivan Ports,Lake Patricia,Colorado,70756,Egypt,CST,JFK,2024-06-05 15:36:00,24.68315548349132,38.729866992419986,90.7119604140754,Cloudy
A02869,CA,2,2020-11-14 15:24:55,2024-07-14 23:07:20,-39.15070812488659,-51.177182889048055,15.288501301028603,5.107745131564059,41.314568246867616,Into else why close heart garden.,Williams Trail,Port Claudia,Mississippi,22219,British Indian Ocean Territory (Chagos Archipelago),CST,ORD,2022-10-05 11:22:13,33.15611720254467,-44.069856678766705,54.57340861706421,Fog
A02870,AU,1,2021-10-06 18:24:52,2025-05-25 21:50:51,-26.450929511945574,-176.9574614175142,29.736738626592086,-33.74107179854886,6.378427360771566,Finally indeed remain decide difficult reduce.,Stephanie Lakes,New Debramouth,New Mexico,47242,Panama,CST,DFW,2024-03-13 22:47:40,90.8121978129572,47.21471828973469,45.25800349017574,Rain
A02871,AU,3,2021-10-19 07:45:27,2021-03-01 02:24:55,70.93697445598514,122.11486309420525,38.28924053253894,-163.86612815850938,21.780592891111194,Media activity say our.,Collins Springs,Port Toddview,New Jersey,52426,Belarus,CST,JFK,2024-11-14 04:24:33,-15.867778025981433,-49.175317472686395,87.61371545320775,Snow
A02872,CA,1,2025-04-11 00:31:11,2025-04-15 03:32:27,80.36217236707299,-168.4819943480431,68.75776633790335,164.69696083354256,30.470755182904956,Learn of hot get describe resource early.,Chelsea Fields,Lake Wesleyshire,Hawaii,18662,Ethiopia,CST,DFW,2021-12-18 14:49:03,37.45269957137015,44.559401394980895,39.8696819068139,Snow
A02873,UK,2,2021-12-01 12:59:38,2021-09-15 13:54:33,70.66048094756542,158.46474050252692,-23.188658275959654,163.03302732891012,33.80007804709537,Focus full skill. Value join song reflect.,Lane Passage,Georgeport,Georgia,18229,Israel,PST,ATL,2024-06-04 10:39:30,17.829898604576364,4.804750283854354,65.54431252345617,Fog
A02874,AU,3,2025-06-02 22:50:49,2025-05-15 12:07:08,-14.499361087683553,141.14676639370344,-76.43611867879947,-79.43172363332644,34.78931532117135,Why ball well above financial.,Seth Spurs,West Jason,Utah,76293,Togo,EST,LAX,2023-07-30 09:39:02,98.71275549808672,20.244524440011574,61.53622564009263,Rain
A02875,US,3,2022-03-20 05:22:42,2022-01-07 00:44:54,50.465790541238704,12.787889790946878,82.50274505356961,83.34922149668932,36.448271354894054,Improve may great stock throw adult.,Larson Ridges,Kennethhaven,Oklahoma,24042,Turks and Caicos Islands,MST,DFW,2022-04-04 06:31:18,82.0423221167777,-31.286715030487677,37.21610998185119,Fog
A02876,CA,2,2021-12-13 03:10:22,2024-07-24 04:19:15,-4.2595680058022225,15.694406968065152,-11.697853061254463,28.287148097960568,32.57149060980083,Live mission thought drive.,David Mission,North Chad,Kentucky,45980,Trinidad and Tobago,PST,DFW,2022-09-17 19:22:13,27.042161051059722,15.421153901660702,8.688993756604813,Rain
A02877,UK,1,2022-05-14 05:08:59,2024-12-27 14:43:00,-0.44282661370161236,55.36005226421628,22.186351741163634,-94.50838979797534,4.711404447043383,Property however inside less we stay management.,Fred Island,Thomasbury,New Jersey,37280,Jamaica,PST,DFW,2022-04-22 15:15:21,99.96042921611885,38.19576685277326,2.1415538670685685,Clear
A02878,AU,3,2022-06-17 06:04:55,2023-07-15 19:52:37,-53.15758036968889,-40.66199570344068,29.934958163092602,-85.61824137301844,34.76528388011482,Prove him attack improve require.,Francis Inlet,Reynoldsfurt,Alabama,28469,Pakistan,MST,ATL,2020-04-16 02:22:22,36.828222041294524,-36.05198601663484,42.82377405353872,Snow
A02879,US,2,2021-01-15 16:34:51,2023-05-17 01:04:05,16.40345458653296,53.000022023227984,8.372467566216642,-3.184857248237819,36.23913283871938,So control anyone. Strategy may our close.,Louis Extension,Austinhaven,Wyoming,05738,Saint Barthelemy,MST,LAX,2021-06-07 14:19:18,-8.274686443117911,-37.29183877267101,48.12015748233568,Snow
A02880,CA,2,2025-05-22 14:09:05,2020-11-12 10:34:17,-56.49553840439737,-163.88338007214472,-53.05364464747138,-29.07470106095036,49.67399671668136,Special art difficult role light during.,Jessica Mountain,New Deborahtown,Illinois,96945,Croatia,MST,ATL,2022-01-03 19:50:22,42.263709937472896,-19.602209085052724,82.26782681898919,Clear
A02881,US,3,2021-04-06 20:58:28,2023-12-27 16:26:41,-30.31835416790512,-160.54285415409845,45.92574902090547,-75.15744183674488,34.6681218350563,Two truth defense total develop position appear.,Keller Mills,Emmaborough,Mississippi,04486,Lao People's Democratic Republic,CST,LAX,2024-01-07 16:46:19,-0.5932504455259426,-33.82741075246018,41.44116499114712,Clear
A02882,AU,3,2022-04-29 15:51:17,2020-11-15 11:42:27,63.90543629158833,-15.39704893696404,54.67535537473469,110.70417466985361,34.34151978757745,Appear outside sometimes.,Jason Ports,Ashleychester,Wisconsin,13350,Madagascar,EST,DFW,2024-02-12 06:53:39,52.72066920991276,-38.93541519066529,28.115987473346927,Rain
A02883,CA,1,2025-01-07 16:09:39,2020-07-02 20:57:27,-52.72635434204606,17.864028398172564,9.535605483139165,-6.673349650541439,25.7406645090986,Reason sort share feel hard room.,Morales Skyway,Kimberlyborough,New Hampshire,84278,Russian Federation,EST,LAX,2021-03-17 01:42:32,91.86722273491033,17.83190359852918,46.20964680751533,Snow
A02884,AU,2,2022-10-16 06:07:58,2024-04-24 18:59:56,-77.19150866878209,139.61435052089485,-2.058991094728526,55.74530246008604,43.3961454292557,Data similar notice population officer choose.,Michael Point,Taylorland,Iowa,60325,Tuvalu,EST,LAX,2021-10-07 03:56:12,72.20581498855367,-28.61733860875092,23.799048042402116,Snow
A02885,CA,3,2020-03-27 18:38:22,2025-03-13 05:32:31,-77.57863332969306,-142.32217179315734,-69.49112703696264,-111.86153993956484,49.84173809805792,Man defense movement city expect trip she.,Green View,New Karen,Pennsylvania,42043,Solomon Islands,EST,ATL,2023-09-30 01:47:03,5.511279754477172,16.701489940198627,9.136061111495653,Rain
A02886,UK,3,2023-09-22 22:43:11,2024-06-16 04:08:20,79.34121369055941,116.15325378980015,-74.88870093003891,12.062758505935221,38.9522435098716,Draw open office way. Indeed she send three news.,Young Ridges,Gomezfurt,Michigan,27911,Martinique,EST,JFK,2022-02-08 01:03:01,8.591621245580924,36.19292271158163,11.304303368610725,Snow
A02887,UK,2,2020-10-21 08:37:06,2020-06-29 02:07:06,1.2456788331302278,-104.38295857485495,-28.878327798564825,-65.52862219921626,30.62501889289042,Show season land ago.,Salinas Green,Kellerland,Utah,19360,Bulgaria,MST,DFW,2021-04-28 01:03:14,-20.992533598259435,15.202479141300046,31.91544598969276,Fog
A02888,UK,3,2022-03-04 04:16:30,2020-11-30 22:16:26,-16.305827072936694,-38.12988653638854,-34.04769200686921,9.50889974215616,3.9477413465784092,Matter inside or western listen few.,Mary Lights,West Gabrielside,Idaho,35591,Zimbabwe,CST,DFW,2024-04-23 16:55:46,7.1628186340160624,-38.06329300845991,1.2676417558490694,Cloudy
A02889,AU,2,2021-07-03 18:04:55,2020-06-20 00:50:33,55.95814458142533,-66.02312346213135,81.65816117338883,101.09730002793412,36.33695658648138,Bill lot method save reveal. Yeah cup owner.,Julie Road,Amandahaven,Florida,35378,Bosnia and Herzegovina,CST,ATL,2024-12-23 11:49:48,-17.95877604188376,7.357757404744504,22.020328668123813,Snow
A02890,AU,2,2024-06-04 13:48:02,2022-08-22 22:12:05,60.44866702389288,-35.94410176845636,51.05209363981737,96.80875563285423,35.42807842909752,Long feeling court popular scene federal read.,Reese Shore,North Loganburgh,Kansas,74397,Saint Lucia,MST,JFK,2023-01-12 18:07:28,34.928333512333566,-10.637131578844915,78.75231409323538,Rain
A02891,UK,3,2024-07-09 20:56:49,2021-08-31 20:06:09,-30.20561403919117,-125.82162069386919,28.786373146630794,-52.48055590766067,38.778407390471585,Weight commercial word than nothing.,Michelle Rest,Adrianton,Arizona,66825,Cocos (Keeling) Islands,PST,LAX,2025-06-06 05:12:09,62.08512033477349,-15.662906327750527,23.461719243031087,Cloudy
A02892,UK,2,2020-01-15 22:29:30,2022-10-01 00:25:29,34.85125034528315,1.2852267852797752,3.176656023168917,69.9397621486701,6.227769419974466,Let control receive issue letter one.,Lori Cove,West Brittany,Florida,23791,Liechtenstein,CST,JFK,2025-03-07 05:12:11,67.65355099489061,-18.146853137016784,11.072951103951588,Cloudy
A02893,CA,2,2021-08-25 18:10:16,2021-07-14 01:06:17,48.80210685333958,108.5913323392922,-59.87384446920276,158.8643821419397,32.686625006307175,Car each later feel general high.,Anthony Glen,Port Vicki,North Dakota,86509,Romania,EST,JFK,2023-06-21 16:06:35,-22.26119980773672,42.943222381964546,94.90805599945391,Clear
A02894,CA,3,2021-02-25 20:06:45,2024-12-19 17:35:13,27.83712363587182,-21.04775626359711,86.1222009931711,45.24095877296631,14.786195247583734,Item commercial lot life.,Bates Mill,Hugheston,Alaska,65964,Panama,MST,LAX,2020-05-23 06:20:21,14.194266770966266,24.250745667772776,62.24701163516194,Snow
A02895,CA,1,2025-06-10 04:42:27,2021-10-08 14:18:37,-62.712886535982115,-3.379112676648333,-22.49267431676219,-126.57235558225062,38.01356217014168,Brother fire party late check moment.,Lewis Isle,Jenniferburgh,Washington,76321,South Africa,MST,ATL,2020-01-09 20:21:48,7.462329651166385,-36.6151210419705,6.002594943566586,Cloudy
A02896,US,1,2022-09-28 16:27:12,2023-07-03 13:43:20,67.65895503307027,125.55633070127311,-70.75339155949594,64.69510654047426,12.018697701573311,Responsibility consider phone oil carry its.,Clark Loaf,Lake Sara,Kentucky,04938,Comoros,EST,LAX,2024-10-23 23:07:19,-16.4409580116465,-2.3994520267536217,6.2243966494902825,Snow
A02897,US,1,2023-02-25 17:45:50,2020-03-27 01:42:57,7.037019492481562,74.18092126969108,-1.116198771165699,-142.23442091424792,34.19893384102053,Fly almost present.,Austin Shore,South Normafort,Georgia,25871,San Marino,PST,DFW,2022-11-05 13:54:43,17.121270421160737,-18.177692474608044,61.21221256991697,Fog
A02898,CA,1,2022-11-22 21:17:22,2024-11-29 16:39:21,-39.15496325339934,-3.436412932877488,67.31964209035499,133.95974716548977,14.749647349198986,Reality least election then.,Brianna Bypass,North Tammyview,New Mexico,37993,Nicaragua,MST,JFK,2024-10-17 09:23:26,8.9116141881007,47.793831254595815,54.01288020649117,Cloudy
A02899,AU,1,2025-03-12 18:08:17,2023-09-06 01:04:52,-13.458926621215099,-87.22956665189531,69.7123803199193,5.997778488698515,0.4497146408715569,Computer dinner their business moment.,Brian Lane,Sharonbury,Arkansas,11374,Cuba,CST,JFK,2024-12-19 11:34:03,52.48489981410597,47.80289729531695,6.837477239298484,Snow
A02900,UK,2,2025-02-15 10:55:53,2020-07-31 04:45:51,-83.23720372819668,138.57362886418798,-88.02613510983949,-41.349334927831364,31.667895598654773,Ready live worry official interview case.,Daniel Keys,New Troychester,Illinois,48912,Congo,EST,ATL,2024-09-13 07:00:29,84.82934628538268,-18.046552566696505,22.431547497333536,Clear
A02901,CA,1,2021-12-09 22:32:23,2021-09-22 00:39:06,-66.98397577996484,27.727344608601015,69.53323405525194,-159.47762592611073,5.663454157946118,Far type occur customer yet thing act.,Kimberly Villages,Jayhaven,California,19617,Malawi,CST,LAX,2023-01-07 08:36:07,29.129423713518058,-14.788688385454527,92.90429144855882,Snow
A02902,CA,3,2022-11-20 03:44:21,2022-12-06 09:18:40,47.79841509285495,-100.38686036015038,-41.13284085002547,-42.917855546840514,32.9645736394107,Set manage learn provide too bill test.,Morgan Landing,Port Sean,Florida,25764,Rwanda,EST,ATL,2023-12-02 22:53:49,67.06647245968641,9.941420713654558,57.201081048101734,Snow
A02903,AU,3,2021-06-02 08:17:37,2020-07-23 02:33:25,-89.9979057440341,-83.11688905031627,-82.98497448568385,145.1544004496842,46.28047241784687,Politics shake toward bar.,Horton Ramp,Collinshaven,North Dakota,43425,Djibouti,CST,LAX,2023-06-26 07:12:01,-11.018652275612343,-2.0692985672499873,44.03253981478302,Clear
A02904,CA,2,2021-08-22 21:02:37,2020-02-13 06:49:33,-15.018150873187409,109.12791201704852,62.602248665317376,-172.44612133693084,48.46229671055451,Student spend himself key.,Laura Views,West Elizabeth,South Carolina,86592,Romania,PST,ATL,2022-01-26 07:43:11,86.3456292237024,-28.689912784155858,25.015541192036604,Clear
A02905,US,3,2021-11-28 05:36:16,2023-01-07 05:49:11,4.051832595405926,-164.10759764851605,65.4960160778775,-9.126663198550233,11.796154366380629,Authority voice professional writer list.,Parks Way,Lake Sherry,Arizona,60082,Fiji,CST,DFW,2020-05-07 13:02:19,-10.162684032038001,16.041216698861135,13.3698042301871,Fog
A02906,CA,1,2023-02-19 10:53:41,2024-01-29 08:00:09,-80.16580439982499,177.1531873303752,17.321594371623007,155.21691279982406,40.462661382532744,As military hair mission build trial.,Joanna Garden,Munozburgh,Rhode Island,78208,British Virgin Islands,EST,DFW,2024-02-26 20:36:45,-5.026846522079392,-16.587135612476153,40.26316841106811,Snow
A02907,AU,2,2022-04-27 11:15:07,2020-12-01 14:13:55,85.15406933501993,-133.07339530267495,13.398076313344504,-37.857240084592405,17.677663843622014,International trip rest nature.,Rosales Stravenue,South Calebmouth,Delaware,78414,Benin,PST,DFW,2024-05-13 22:41:21,-16.159705533602057,15.371649833216765,92.23665593313005,Cloudy
A02908,UK,2,2025-02-17 18:31:37,2024-06-14 03:42:47,-49.297440375059054,106.58466914289744,56.36164907185548,-25.85675251362585,45.022853637399116,Weight prepare who discuss.,Lauren Cliff,Crosbyshire,South Dakota,92699,Marshall Islands,PST,LAX,2021-02-07 15:57:38,10.258335197669744,-11.63184776722003,4.8711395677541685,Rain
A02909,US,3,2025-05-17 15:16:46,2022-06-15 19:12:58,-35.24423046546944,-37.88088596219416,51.53571948785037,28.281619871683176,39.37447843146869,Knowledge meet professor do per ever.,Blackwell Ridges,Bradleyland,California,82186,Israel,CST,LAX,2022-04-06 12:53:08,41.81335807301839,20.02098938562716,99.09788159428666,Clear
A02910,UK,1,2022-04-18 14:18:13,2020-03-22 18:15:22,-35.290347794095084,-2.802174016511941,70.21898521968674,-13.342559912213943,3.6960858322881815,Various news light.,Roach Summit,South Michaelborough,New Jersey,68136,Antigua and Barbuda,CST,LAX,2020-08-08 08:57:29,98.43923448282249,16.77994708896506,20.78127202020078,Clear
A02911,AU,2,2022-08-30 02:17:56,2020-04-29 00:37:23,-48.52500081887702,137.03420788724804,9.49454056740663,-119.30339115448112,20.356849693863865,More have culture talk show environmental amount.,Kelly Walks,Lake Joseph,New Mexico,78322,Guernsey,CST,JFK,2020-01-17 20:16:39,73.13784450548071,0.8812755921000743,40.876736039900926,Clear
A02912,AU,2,2020-07-20 18:40:58,2022-07-11 10:31:45,-89.73471202446395,-31.351971747883226,84.17647669190558,-173.32000593485026,16.865891300483703,Letter cell direction arrive.,David Summit,Fordborough,Indiana,86038,Gabon,CST,ORD,2020-08-29 05:12:51,19.456654375957655,20.473999071083085,4.505130816571756,Snow
A02913,AU,3,2022-03-20 13:30:35,2021-10-12 07:51:16,41.28206293583935,13.497751322364422,89.30642956800091,39.53219687233258,39.259051036163854,Agreement moment somebody throw cultural.,Lopez Shoals,West Terrence,Iowa,23231,Luxembourg,MST,ATL,2024-09-07 10:47:52,44.859987527464156,-3.9034323767984773,58.47822031080313,Fog
A02914,US,1,2021-01-19 02:18:35,2020-05-27 01:23:40,84.03218996387136,-162.25212153269882,-69.02197020024613,151.4903713228124,20.514285532657954,Act five forget old. Beautiful charge wear close.,James Village,New Curtisview,Mississippi,26358,Argentina,PST,ORD,2023-11-27 23:13:32,51.030044022097,-38.386170034987714,48.355526540099156,Cloudy
A02915,UK,1,2024-08-12 18:46:21,2021-11-10 08:24:16,-49.62717300869189,-179.15490940771687,62.91787671974197,-141.70891211022038,34.22941988265419,Case community book expect.,Barbara Ranch,Bryanshire,Kentucky,03306,Switzerland,CST,LAX,2024-12-24 13:30:26,76.95453876215512,-31.789374666264536,66.67070347347799,Snow
A02916,AU,2,2023-06-02 19:12:13,2021-01-18 03:27:23,29.34849452461603,-91.87204571937868,-0.0319936052539731,-104.05702106900878,30.121762779522022,Chair dark network put ever reflect from.,Billy Forge,Steventown,Missouri,20163,Turks and Caicos Islands,PST,JFK,2024-02-06 16:18:17,65.73873210457407,-25.400686583438713,54.26781272914726,Snow
A02917,US,2,2020-02-06 03:27:16,2024-09-28 21:10:38,43.541338852568714,65.00991345075622,-20.23805910603022,-46.71738510300955,48.78193595488169,Help want a choose perform someone.,Miller Ranch,Tracyport,New Hampshire,11260,Belize,MST,LAX,2022-08-03 08:09:01,44.00784650624824,-43.677107177430344,39.8177784647069,Fog
A02918,US,2,2021-07-22 18:08:16,2025-01-11 16:55:32,62.71656823629445,-136.34463839071077,20.353015778888704,111.14720244760309,46.88924784008074,Put general card nothing carry civil affect.,Rodriguez Mission,West Aliciashire,North Carolina,90854,Sao Tome and Principe,MST,ATL,2023-02-10 15:12:11,56.993793515155375,21.138122063067016,73.77566978116707,Snow
A02919,CA,3,2025-01-06 16:20:09,2022-10-23 14:12:31,-13.926744537550363,-139.0456948303622,-79.92619969283874,-83.06628607044807,21.384975736935935,At also stock look stage watch nature election.,Scott Avenue,Lake Andrea,Illinois,20423,Montserrat,PST,ATL,2022-06-09 10:58:22,66.96928942517695,-13.260977316838165,2.5021127786957753,Cloudy
A02920,US,2,2024-02-13 02:37:12,2020-01-25 19:13:17,-35.472436984722734,-32.05418110707481,1.1630013780743838,137.53958554035665,36.17891058205747,Sister ready oil itself.,Davis Orchard,Port Briannafort,North Dakota,10184,Somalia,PST,ORD,2024-11-26 12:13:51,-12.69127231265744,-40.64767036730027,54.10290208745951,Rain
A02921,US,2,2022-11-13 04:42:33,2021-02-18 07:52:04,-31.446875875854396,53.22133389896155,66.76030260480002,-160.21516512597609,41.473004699061086,She religious six candidate fish itself.,Heather Corner,Hillmouth,Pennsylvania,58391,Greece,MST,LAX,2021-05-14 01:32:13,-3.940790030300608,31.995812072558024,11.38762038290093,Clear
A02922,AU,2,2023-05-07 02:19:55,2024-09-04 18:25:03,38.27183995773231,76.34591720925499,-51.576927094985614,158.74438365321657,44.94428769310726,Talk the fast.,Dyer Track,East Hectorshire,Wyoming,14595,Gambia,MST,JFK,2024-08-30 19:36:44,59.515957557977174,18.365428446357484,43.60083330858333,Fog
A02923,US,1,2023-11-19 12:45:11,2023-12-21 14:50:28,57.0203039710145,-115.75775732458507,-13.249818941503477,21.86894803455536,3.406713188824184,Reach life people light officer.,Wilson Gardens,Scottmouth,Kentucky,57524,Costa Rica,MST,LAX,2022-05-06 07:57:56,80.55532305839218,-4.777576287229913,79.11253168580164,Snow
A02924,CA,2,2024-07-16 19:36:25,2020-10-14 09:24:35,-57.30948580381152,-151.3482669460647,79.1065597886776,57.15996425557364,15.10393996367484,Common could job.,Cox Estates,South Aaron,Alabama,09694,Ireland,EST,ATL,2020-04-11 13:34:51,23.204096750969818,-25.25746649072658,14.246074626040016,Clear
A02925,AU,3,2024-04-05 18:12:56,2021-01-04 07:19:55,-23.23061853160226,158.54293222039593,-12.858509194974488,-47.63177188691287,16.01150204842609,Statement keep something discover himself.,Murray Terrace,Lake Kimberly,Louisiana,36636,Cayman Islands,CST,DFW,2022-11-08 11:59:52,97.38574192125678,-34.825410620715324,93.58103487724853,Snow
A02926,CA,1,2021-07-06 09:23:57,2024-11-09 04:01:58,72.34923541484702,-86.16010227764338,-25.4938261801683,101.51794278398171,21.72229756099393,Cell scientist war order.,Mccarty Knoll,West Sylvia,Florida,26561,Paraguay,EST,DFW,2022-11-24 05:45:44,-1.910674752461528,-4.162580824493801,88.85046923914045,Fog
A02927,CA,2,2023-07-10 05:33:08,2022-11-16 21:38:43,55.20483354505305,127.2047391391406,-10.703403337791926,-120.03614996961382,8.46323753577095,Of though painting beyond.,James Keys,Heatherburgh,Missouri,79595,Finland,PST,ATL,2020-07-22 23:25:54,24.170906665647053,38.524574301056234,41.49050708666985,Clear
A02928,UK,2,2024-03-06 12:06:13,2022-12-05 21:49:45,87.27451249724564,130.8569221666146,3.5014979731601414,-162.39174289974466,24.810293997500406,Fund government exist rate.,Gina Bypass,Schneiderville,Georgia,37162,Antarctica (the territory South of 60 deg S),EST,DFW,2024-01-30 12:28:21,19.207995650222912,-31.160467672803005,0.597484072593657,Clear
A02929,CA,2,2022-11-09 02:40:28,2021-12-09 06:04:32,45.76468674277453,98.10813303451602,23.758441943664394,-37.613900481279416,33.160716364922806,Five international discover move.,Aaron Ridge,Hallton,Arizona,35509,Saint Martin,EST,LAX,2024-06-02 12:38:39,90.93847229443578,6.865922899148792,78.9744826674486,Snow
A02930,UK,2,2021-09-04 09:25:47,2022-02-06 13:13:09,-19.224863814973986,-119.21990160507477,54.12470416501159,127.33045703317424,24.868196010835884,More management beyond risk serve step him.,Veronica Spurs,Lake Crystal,Missouri,12192,French Southern Territories,MST,ATL,2020-11-15 16:45:01,7.099207284430136,46.16859952222559,88.08958034122828,Fog
A02931,CA,3,2023-06-24 18:34:11,2024-05-04 19:28:44,16.314810119034803,115.84852533151212,-8.621602962423438,91.77366118957008,33.28965475988079,Somebody their offer during growth.,Byrd Trace,Maryside,Ohio,32029,Antarctica (the territory South of 60 deg S),MST,ATL,2022-11-08 01:08:09,31.202801145488024,13.71165747646129,17.473809235543257,Cloudy
A02932,AU,1,2022-12-09 00:56:48,2023-11-09 18:03:26,28.98256576451766,96.9302013269712,57.146568316225256,6.176149376024881,3.3220815908950154,Inside most bill player.,Kenneth Ville,Port Suzanne,Georgia,17535,Vietnam,PST,JFK,2024-08-20 07:18:07,-5.65960085000717,-6.003526984413163,91.6192208816557,Snow
A02933,US,1,2021-06-25 22:04:44,2022-05-09 08:15:45,-75.87795306291768,34.82027643823815,6.069719043374519,25.96958897952726,43.799366585370514,Person huge culture put television.,Hammond Parkways,West Jose,Florida,30589,Portugal,MST,JFK,2022-02-07 18:47:01,37.7646110131177,21.63729729389084,91.40972772946961,Rain
A02934,AU,1,2021-04-14 11:38:45,2022-07-12 05:29:19,8.00945263869572,-58.607267339177014,-29.073508133764022,-133.23858253244805,46.953459605053425,Light manage discover as.,Samuel Station,North Christian,Georgia,85405,Tuvalu,EST,ATL,2020-10-08 11:29:02,81.46254203026685,32.45779190187065,47.129085103419044,Snow
A02935,UK,1,2022-05-13 12:51:59,2023-05-21 02:18:17,37.677749125069724,-85.49690246404413,28.43114906149455,122.6453431023296,30.89537120593243,Must speech nice kitchen right goal stage.,Mann Port,Jaredstad,New Hampshire,63445,United States Minor Outlying Islands,PST,LAX,2021-12-21 03:10:07,9.525130045773345,9.05162978868421,79.80348107978419,Snow
A02936,US,2,2023-10-28 06:45:26,2024-05-16 09:29:58,-59.88216527980913,-136.11988365107078,39.19000585382844,103.30548586711092,44.06954993184485,Building line morning run.,Burns Gardens,Chadchester,New Jersey,35273,Norway,MST,DFW,2021-11-11 10:59:19,75.40296938116767,37.18323589929926,44.49479782719884,Cloudy
A02937,AU,3,2024-09-19 21:09:57,2023-01-29 05:23:54,50.51370913660028,3.512544084313703,10.448815613307758,56.329341799299385,6.572300832410622,Onto you strategy want add her.,Denise Summit,South Stephanie,Connecticut,07811,Dominican Republic,CST,JFK,2020-01-16 17:47:42,88.47050568283139,1.459175937573761,56.404626591861785,Fog
A02938,AU,1,2021-10-29 04:02:33,2024-02-13 15:23:59,15.079100492540093,30.693915183544732,-79.80930483574978,-12.17122692158216,39.87244600381551,Where father surface accept doctor.,Montgomery Junction,Timothyfurt,Vermont,41190,Nigeria,MST,ORD,2022-02-15 00:48:35,-20.515474337106728,33.00290022062566,31.983900980976333,Rain
A02939,US,1,2023-01-02 12:34:05,2022-03-07 06:26:10,81.39992142556704,-50.6379634143166,-59.42108247105152,167.20533658062448,5.957409673629699,Effort happen soldier difference under around.,Clark Park,Stewartport,Arkansas,80476,Bulgaria,CST,ATL,2022-07-28 02:40:07,68.33518972150263,45.20192404056952,15.946934532082446,Clear
A02940,AU,2,2024-01-21 20:35:40,2025-03-12 11:40:47,-82.3639863227595,-8.870735634887325,-38.64641023975892,136.4515098755296,20.400511574876834,Language name figure federal.,Mcneil Overpass,West Nancymouth,Wisconsin,46008,Bermuda,MST,ATL,2025-01-26 07:26:02,3.1946466995638048,0.12434670235170842,74.65365838140319,Cloudy
A02941,AU,2,2021-07-03 07:51:43,2020-10-31 18:19:01,-42.241295240015944,-49.134795347064,-39.12739092873124,51.994977665262695,16.19092672791375,Compare serious nearly leave.,Bryce Stravenue,Johnview,Maryland,88484,Jersey,MST,DFW,2022-12-01 11:02:43,-7.207403870238213,10.500171558532521,0.1392844519135683,Rain
A02942,UK,3,2021-12-14 06:45:51,2022-05-04 01:01:39,18.279698273968336,50.76218063545247,31.215744044436704,-46.15164082177634,29.279591261022713,During deep dark whom.,Figueroa Way,East Rachel,Pennsylvania,81508,Syrian Arab Republic,PST,JFK,2022-01-25 03:58:13,48.14591096325468,10.9467542949835,57.95526896487815,Clear
A02943,AU,2,2024-05-06 10:28:43,2025-05-15 13:43:29,-36.61921580293247,144.45331480676282,-86.69724089874613,42.48802032534445,15.075726761976677,Since style particular.,Michael Parks,Williamshaven,South Carolina,01781,Korea,PST,DFW,2024-06-28 07:18:51,61.728340109730965,28.14348635982907,86.46860263784637,Snow
A02944,US,2,2022-03-27 01:56:24,2020-04-06 18:17:32,38.59634953282361,-120.98870566309984,46.02271986891358,27.158733551039518,31.865681483356635,Around walk trade wind education.,Juan Knolls,South Daniellemouth,Kansas,76439,Vanuatu,MST,JFK,2023-05-02 05:09:14,21.318928145577793,32.296584017742276,22.127728677645052,Snow
